Start_Date,End_Date,Campaign_Name,Campaign_ID,Campaign_Start_Date,Campaign_End_Date,Status,Product_ID,Product_Title,Listing_Format,Current_Price,Available_Stock,Listing_Start,Listing_End,Ad_Impressions_eBay,Total_Ad_Clicks,Units_Sold_with_Ads_Total,Units_Sold_Organic,Total_Units_Sold,Ad_Conversion_Rate,Ad_Attribution_Rate,Total_Revenue_with_Ads,Ad_Spend_excl_VAT,ROAS,Avg_Cost_Per_Sale,Ad_Clicks_eBay,Ad_Clicks_External,Units_Sold_Ads_eBay,Units_Sold_Ads_External,Ad_Revenue_eBay,Ad_Revenue_External,Ad_Spend_eBay_excl_VAT,Ad_Spend_External_excl_VAT,Ad_Conversion_Rate_eBay,Ad_Conversion_Rate_External,Organic_Clicks,Organic_Impressions,CTR,CPC,Revenue_Per_Click,Ad_Efficiency,Has_Revenue,Has_Sales,Organic_Ratio
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,285050703772,2x Display Panzerfolie iPhone 12 13 14 Pro Max +1x Kamera Schutz Glas+Schablone,Festpreis,8.9,129.0,24. Nov 2022,14. Aug 2025,85807.0,140.0,25.0,33.0,58.0,17.86,43.1,233.31,24.48,9.53,0.98,140.0,0.0,25.0,0.0,233.31,0.0,24.48,0.0,17.86,0.0,332.0,51304.0,0.16315685200508118,0.17485714285714285,1.6665,9.530637254901961,1,1,56.896551724137936
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,284794280491,,,0.0,0.0,,,40018.0,94.0,8.0,2.0,10.0,8.51,80.0,110.52,7.74,14.28,0.97,94.0,0.0,8.0,0.0,110.52,0.0,7.74,0.0,8.51,0.0,71.0,25177.0,0.23489429756609528,0.0823404255319149,1.1757446808510639,14.27906976744186,1,1,20.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285266342102,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285275322083,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,285405038387,,,0.0,0.0,,,22466.0,397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,33949.0,1.76711475117956,0.0,0.0,0.0,0,0,0.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,284579841094,,,0.0,0.0,,,10244.0,54.0,1.0,0.0,1.0,1.85,100.0,15.99,1.12,14.28,1.12,34.0,20.0,1.0,0.0,15.99,0.0,1.12,0.0,2.94,0.0,32.0,4778.0,0.5271378367825068,0.020740740740740744,0.2961111111111111,14.276785714285714,1,1,0.0
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,285741335439,,,0.0,0.0,,,76548.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,38620.0,0.2978523279510895,0.0,0.0,0.0,0,0,0.0
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,284943361050,,,0.0,0.0,,,262683.0,400.0,1.0,1.0,2.0,0.25,50.0,112.19,16.83,6.67,16.83,397.0,3.0,1.0,0.0,112.19,0.0,16.83,0.0,0.25,0.0,119.0,70585.0,0.15227479509522884,0.042074999999999994,0.280475,6.666072489601902,1,1,50.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285689884907,,,0.0,0.0,,,2271.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,532.0,0.044033465433729636,0.0,0.0,0.0,0,0,0.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285956342047,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,29.0,0.0,0.0,0.0,0.0,0,0,0.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285201302174,,,0.0,0.0,,,3091.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1070.0,0.03235198964736331,0.0,0.0,0.0,0,0,0.0
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,284794250598,,,0.0,0.0,,,12498.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2834.0,0.27204352696431433,0.0,0.0,0.0,0,0,0.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285674174748,,,0.0,0.0,,,29536.0,59.0,3.0,0.0,3.0,5.08,100.0,95.7,12.45,7.69,4.15,53.0,6.0,2.0,1.0,63.8,31.9,8.3,4.15,3.77,16.67,17.0,4642.0,0.19975622968580717,0.21101694915254235,1.6220338983050848,7.686746987951808,1,1,0.0
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,284866166159,,,0.0,0.0,,,2784.0,5.0,1.0,0.0,1.0,20.0,100.0,15.99,1.52,10.52,1.52,5.0,0.0,1.0,0.0,15.99,0.0,1.52,0.0,20.0,0.0,5.0,934.0,0.17959770114942528,0.304,3.198,10.519736842105264,1,1,0.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285685388558,,,0.0,0.0,,,63263.0,150.0,4.0,4.0,8.0,2.67,50.0,63.96,4.48,14.28,1.12,145.0,5.0,4.0,0.0,63.96,0.0,4.48,0.0,2.76,0.0,120.0,59983.0,0.2371054170684286,0.02986666666666667,0.4264,14.276785714285714,1,1,50.0
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,285409337255,,,0.0,0.0,,,20407.0,161.0,1.0,0.0,1.0,0.62,100.0,159.99,16.0,10.0,16.0,92.0,69.0,0.0,1.0,0.0,159.99,0.0,16.0,0.0,1.45,118.0,3693.0,0.7889449698632821,0.09937888198757763,0.9937267080745342,9.999375,1,1,0.0
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,285672847925,,,0.0,0.0,,,13529.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2108.0,0.18478823268534258,0.0,0.0,0.0,0,0,0.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,284790324827,,,0.0,0.0,,,12595.0,35.0,1.0,0.0,1.0,2.86,100.0,7.99,0.56,14.27,0.56,35.0,0.0,1.0,0.0,7.99,0.0,0.56,0.0,2.86,0.0,16.0,4504.0,0.277888050813815,0.016,0.2282857142857143,14.267857142857142,1,1,0.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285927326202,,,0.0,0.0,,,136221.0,240.0,1.0,0.0,1.0,0.42,100.0,105.9,9.74,10.87,9.74,238.0,2.0,1.0,0.0,105.9,0.0,9.74,0.0,0.42,0.0,165.0,57297.0,0.17618428876604927,0.04058333333333333,0.44125000000000003,10.872689938398358,1,1,0.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285013411303,,,0.0,0.0,,,3192.0,2.0,1.0,0.0,1.0,50.0,100.0,12.99,0.91,14.27,0.91,2.0,0.0,1.0,0.0,12.99,0.0,0.91,0.0,50.0,0.0,5.0,1775.0,0.06265664160401002,0.455,6.495,14.274725274725274,1,1,0.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285674543242,,,0.0,0.0,,,180057.0,736.0,37.0,7.0,44.0,5.03,84.09,451.15,49.61,9.09,1.34,735.0,1.0,37.0,0.0,451.15,0.0,49.61,0.0,5.03,0.0,254.0,36977.0,0.40875944839689654,0.06740489130434782,0.6129755434782609,9.093932674863938,1,1,15.909090909090908
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,284790326953,,,0.0,0.0,,,11751.0,52.0,9.0,1.0,10.0,17.31,90.0,58.41,4.08,14.32,0.45,49.0,3.0,9.0,0.0,58.41,0.0,4.08,0.0,18.37,0.0,66.0,10925.0,0.442515530593141,0.07846153846153846,1.1232692307692307,14.316176470588234,1,1,10.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,284793179797,,,0.0,0.0,,,9409.0,20.0,1.0,0.0,1.0,5.0,100.0,14.9,1.49,10.0,1.49,20.0,0.0,1.0,0.0,14.9,0.0,1.49,0.0,5.0,0.0,8.0,1813.0,0.2125624402168137,0.0745,0.745,10.0,1,1,0.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,286288580130,,,0.0,0.0,,,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0,0,0.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285685284287,,,0.0,0.0,,,656.0,1.0,1.0,0.0,1.0,100.0,100.0,18.52,2.26,8.2,2.26,1.0,0.0,1.0,0.0,18.52,0.0,2.26,0.0,100.0,0.0,4.0,961.0,0.1524390243902439,2.26,18.52,8.194690265486726,1,1,0.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,284496248894,,,0.0,0.0,,,11016.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2994.0,0.08169934640522876,0.0,0.0,0.0,0,0,0.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285919642937,,,0.0,0.0,,,10974.0,51.0,1.0,2.0,3.0,1.96,33.33,49.9,5.79,8.62,5.79,50.0,1.0,1.0,0.0,49.9,0.0,5.79,0.0,2.0,0.0,61.0,3421.0,0.4647348277747403,0.11352941176470588,0.9784313725490196,8.618307426597582,1,1,66.66666666666666
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,284578737193,,,0.0,0.0,,,3855.0,21.0,1.0,0.0,1.0,4.76,100.0,14.9,1.43,10.42,1.43,7.0,14.0,0.0,1.0,0.0,14.9,0.0,1.43,0.0,7.14,20.0,1714.0,0.5447470817120622,0.0680952380952381,0.7095238095238096,10.41958041958042,1,1,0.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285674329195,,,0.0,0.0,,,24081.0,48.0,7.0,0.0,7.0,14.58,100.0,112.0,7.84,14.29,1.12,41.0,7.0,6.0,1.0,96.0,16.0,6.72,1.12,14.63,14.29,14.0,4789.0,0.19932727046219012,0.16333333333333333,2.3333333333333335,14.285714285714286,1,1,0.0
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,286088574259,,,0.0,0.0,,,40803.0,189.0,15.0,0.0,15.0,7.94,100.0,518.49,61.2,8.47,4.08,184.0,5.0,15.0,0.0,518.49,0.0,61.2,0.0,8.15,0.0,164.0,24057.0,0.46320123520329387,0.3238095238095238,2.743333333333333,8.472058823529412,1,1,0.0
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,284761847785,,,0.0,0.0,,,1596.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,901.0,0.3132832080200501,0.0,0.0,0.0,0,0,0.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,286169543587,,,0.0,0.0,,,39502.0,31.0,1.0,1.0,2.0,3.23,50.0,13.29,1.2,11.07,1.2,28.0,3.0,1.0,0.0,13.29,0.0,1.2,0.0,3.57,0.0,77.0,23654.0,0.07847703913725887,0.03870967741935484,0.4287096774193548,11.075,1,1,50.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,284943690554,,,0.0,0.0,,,14125.0,35.0,1.0,0.0,1.0,2.86,100.0,15.99,1.12,14.28,1.12,35.0,0.0,1.0,0.0,15.99,0.0,1.12,0.0,2.86,0.0,40.0,9610.0,0.24778761061946902,0.032,0.45685714285714285,14.276785714285714,1,1,0.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,286125209124,,,0.0,0.0,,,178.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,1.1235955056179776,0.0,0.0,0.0,0,0,0.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285884180256,,,0.0,0.0,,,94036.0,694.0,46.0,1.0,47.0,6.63,97.87,459.54,36.8,12.49,0.8,365.0,329.0,35.0,11.0,349.65,109.89,28.0,8.8,9.59,3.34,137.0,53218.0,0.7380152282104726,0.053025936599423625,0.6621613832853026,12.4875,1,1,2.127659574468085
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,284918622458,,,0.0,0.0,,,13716.0,35.0,5.0,0.0,5.0,14.29,100.0,51.45,5.39,9.55,1.08,35.0,0.0,5.0,0.0,51.45,0.0,5.39,0.0,14.29,0.0,18.0,3906.0,0.2551764362787985,0.154,1.47,9.545454545454547,1,1,0.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285674181487,,,0.0,0.0,,,22526.0,56.0,3.0,2.0,5.0,5.36,60.0,86.26,6.91,12.48,2.3,52.0,4.0,3.0,0.0,86.26,0.0,6.91,0.0,5.77,0.0,33.0,8279.0,0.2486016159105034,0.12339285714285715,1.540357142857143,12.483357452966715,1,1,40.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285884179226,,,0.0,0.0,,,124862.0,352.0,19.0,4.0,23.0,5.4,82.61,391.0,50.92,7.68,2.68,266.0,86.0,14.0,5.0,259.0,132.0,33.74,17.18,5.26,5.81,124.0,41805.0,0.2819112299979177,0.1446590909090909,1.1107954545454546,7.678711704634721,1,1,17.391304347826086
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,286182209053,,,0.0,0.0,,,1106.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,516.0,1.1754068716094033,0.0,0.0,0.0,0,0,0.0
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,285768457036,,,0.0,0.0,,,66936.0,88.0,11.0,4.0,15.0,12.5,73.33,328.5,16.43,19.99,1.49,84.0,4.0,11.0,0.0,328.5,0.0,16.43,0.0,13.1,0.0,84.0,17058.0,0.13146886578223976,0.18670454545454546,3.7329545454545454,19.993913572732808,1,1,26.666666666666668
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 29.10.2024 14:04:27,36378652015,29. Okt 2024,,Beendet/Entfernt,286125209124,,,0.0,0.0,,,14383.0,48.0,3.0,0.0,3.0,6.25,100.0,231.0,20.79,11.11,6.93,41.0,7.0,3.0,0.0,231.0,0.0,20.79,0.0,7.32,0.0,41.0,2776.0,0.3337273169714246,0.433125,4.8125,11.11111111111111,1,1,0.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,286288593925,,,0.0,0.0,,,3283.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,294.0,0.12183978068839477,0.0,0.0,0.0,0,0,0.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285671426893,,,0.0,0.0,,,7682.0,18.0,2.0,0.0,2.0,11.11,100.0,24.38,1.95,12.5,0.97,16.0,2.0,2.0,0.0,24.38,0.0,1.95,0.0,12.5,0.0,27.0,3668.0,0.2343139807341838,0.10833333333333334,1.3544444444444443,12.502564102564103,1,1,0.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285884173147,,,0.0,0.0,,,64228.0,404.0,22.0,5.0,27.0,5.45,81.48,401.4,32.2,12.47,1.46,156.0,248.0,10.0,12.0,185.0,216.4,14.84,17.36,6.41,4.84,127.0,33184.0,0.6290091548857196,0.0797029702970297,0.9935643564356436,12.465838509316768,1,1,18.51851851851852
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,285425434909,,,0.0,0.0,,,29931.0,174.0,8.0,3.0,11.0,4.6,72.73,555.8,55.58,10.0,6.95,120.0,54.0,4.0,4.0,280.0,275.8,28.0,27.58,3.33,7.41,127.0,8248.0,0.5813370752731282,0.3194252873563218,3.1942528735632183,10.0,1,1,27.27272727272727
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285884178071,,,0.0,0.0,,,272023.0,498.0,11.0,9.0,20.0,2.21,55.0,115.39,6.93,16.65,0.63,474.0,24.0,10.0,1.0,104.9,10.49,6.3,0.63,2.11,4.17,361.0,154705.0,0.18307275487734492,0.01391566265060241,0.23170682730923695,16.650793650793652,1,1,45.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285689810131,,,0.0,0.0,,,8086.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3276.0,0.18550581251545883,0.0,0.0,0.0,0,1,100.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,286301043600,,,0.0,0.0,,,1126.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,139.0,0.08880994671403197,0.0,0.0,0.0,0,0,0.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,286217994235,,,0.0,0.0,,,18226.0,15.0,1.0,1.0,2.0,6.67,50.0,2.99,0.38,7.87,0.38,15.0,0.0,1.0,0.0,2.99,0.0,0.38,0.0,6.67,0.0,55.0,5316.0,0.0823000109733348,0.025333333333333333,0.19933333333333333,7.86842105263158,1,1,50.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285201304111,,,0.0,0.0,,,10679.0,4.0,2.0,1.0,3.0,50.0,66.67,15.98,1.12,14.27,0.56,4.0,0.0,2.0,0.0,15.98,0.0,1.12,0.0,50.0,0.0,37.0,2780.0,0.037456690701376534,0.28,3.995,14.267857142857142,1,1,33.33333333333333
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285674489616,,,0.0,0.0,,,3749.0,17.0,9.0,2.0,11.0,52.94,81.82,107.91,10.8,9.99,1.2,17.0,0.0,9.0,0.0,107.91,0.0,10.8,0.0,52.94,0.0,22.0,1228.0,0.4534542544678581,0.6352941176470589,6.347647058823529,9.991666666666665,1,1,18.181818181818183
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285379664414,,,0.0,0.0,,,17963.0,33.0,10.0,0.0,10.0,30.3,100.0,85.0,5.97,14.24,0.6,33.0,0.0,10.0,0.0,85.0,0.0,5.97,0.0,30.3,0.0,34.0,7253.0,0.1837109614206981,0.1809090909090909,2.5757575757575757,14.23785594639866,1,1,0.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,284790451903,,,0.0,0.0,,,29076.0,75.0,13.0,9.0,22.0,17.33,59.09,77.87,5.46,14.26,0.42,67.0,8.0,11.0,2.0,65.89,11.98,4.62,0.84,16.42,25.0,62.0,26375.0,0.25794469665703673,0.0728,1.0382666666666667,14.261904761904763,1,1,40.909090909090914
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,285266342102,,,0.0,0.0,,,314765.0,1975.0,2.0,1.0,3.0,0.1,66.67,0.0,54.68,20.0,27.34,1849.0,126.0,2.0,0.0,0.0,0.0,54.68,0.0,0.11,0.0,1898.0,238002.0,0.6274522262640383,0.02768607594936709,0.0,0.0,0,1,33.33333333333333
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285425434909,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,284919714345,,,0.0,0.0,,,8430.0,90.0,2.0,1.0,3.0,2.22,66.67,37.88,3.97,9.54,1.99,87.0,3.0,2.0,0.0,37.88,0.0,3.97,0.0,2.3,0.0,68.0,4558.0,1.0676156583629894,0.044111111111111115,0.4208888888888889,9.541561712846347,1,1,33.33333333333333
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,286088542686,,,0.0,0.0,,,60658.0,134.0,6.0,4.0,10.0,4.48,60.0,213.57,19.23,11.11,3.21,134.0,0.0,6.0,0.0,213.57,0.0,19.23,0.0,4.48,0.0,158.0,19667.0,0.2209106795476277,0.14350746268656717,1.5938059701492537,11.106084243369734,1,1,40.0
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,284496153048,,,0.0,0.0,,,3626.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2513.0,0.1654715940430226,0.0,0.0,0.0,0,0,0.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285895709623,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,26.0,0.0,0.0,0.0,0.0,0,0,0.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285689784592,,,0.0,0.0,,,57163.0,143.0,21.0,4.0,25.0,14.69,84.0,220.29,22.05,9.99,1.05,143.0,0.0,21.0,0.0,220.29,0.0,22.05,0.0,14.69,0.0,95.0,21779.0,0.2501618179591694,0.1541958041958042,1.5404895104895104,9.99047619047619,1,1,16.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,286176618176,,,0.0,0.0,,,25434.0,25.0,3.0,0.0,3.0,12.0,100.0,69.57,8.15,8.54,2.72,21.0,4.0,3.0,0.0,69.57,0.0,8.15,0.0,14.29,0.0,41.0,19462.0,0.0982936227097586,0.326,2.7828,8.536196319018403,1,1,0.0
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,284495209590,,,0.0,0.0,,,10563.0,34.0,3.0,0.0,3.0,8.82,100.0,129.25,15.5,8.34,5.17,31.0,3.0,3.0,0.0,129.25,0.0,15.5,0.0,9.68,0.0,29.0,2096.0,0.3218782542838209,0.45588235294117646,3.801470588235294,8.338709677419354,1,1,0.0
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,286088495693,,,0.0,0.0,,,46303.0,200.0,12.0,4.0,16.0,6.0,75.0,425.88,38.34,11.11,3.2,198.0,2.0,12.0,0.0,425.88,0.0,38.34,0.0,6.06,0.0,186.0,22982.0,0.4319374554564499,0.1917,2.1294,11.107981220657276,1,1,25.0
